Order date,Purchaser country,Event name,Event ID,Event start date,Event start time,Event timezone,Event location,Ticket quantity,Ticket tier,Ticket type,Currency,Ticket price,Guest
2022-07-28 11:08:17,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,65.0,No
2022-07-28 13:52:08,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,65.0,No
2022-07-28 15:10:36,CH,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Industry - early bird,GBP,130.0,No
2022-07-28 16:17:46,PT,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,65.0,No
2022-07-28 16:17:46,PT,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,65.0,No
2022-07-28 17:53:45,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,65.0,No
2022-07-29 09:48:32,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,65.0,No
2022-07-29 11:19:09,DE,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,65.0,No
2022-07-29 12:20:48,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,65.0,No
2022-07-29 13:18:39,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,65.0,No
2022-07-29 14:10:46,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,0.0,No
2022-07-29 14:50:34,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,65.0,No
2022-07-29 16:41:27,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,65.0,No
2022-07-29 18:16:47,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,65.0,No
2022-07-29 18:28:21,FR,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,65.0,No
2022-07-30 09:10:59,NL,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,65.0,No
2022-07-30 10:17:10,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,65.0,No
2022-07-30 20:28:19,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Industry - early bird,GBP,130.0,No
2022-07-30 23:14:00,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Industry - early bird,GBP,130.0,No
2022-08-01 12:05:46,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-08-02 10:07:22,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,0.0,No
2022-08-04 13:22:08,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-08-05 10:37:14,ES,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-08-05 17:50:04,GR,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-08-08 11:54:45,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-08-10 18:56:01,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-08-11 12:42:56,DE,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-08-12 13:48:21,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,0.0,No
2022-08-13 15:44:20,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-08-22 17:21:31,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-08-24 16:00:10,DE,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
